S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Percentage of Votes
7.0,AYAZ ALI,Independent,7074,22,7096,0.45
8.0,ENG. ARJUN PARIHAR,Independent,3823,8,3831,0.25
9.0,BASANT GEHLOT,Jan Sangh Party,3663,13,3676,0.24
10.0,RAVI SIRWAIYA,Independent,2615,6,2621,0.17
11.0,MUDIT CHAURASIA,Independent,2601,8,2609,0.17
12.0,PARMANAND TOLANI,Independent,2399,4,2403,0.15
13.0,DESH BHAKT ANKIT GUPTA,Independent,1957,12,1969,0.13
14.0,ADVOCATE PANKAJ GUPTE,Independent,1652,8,1660,0.11
15.0,NOTA,None of the Above,218355,319,218674,14.0
1.0,GAJENDRA SINGH PATEL,Bharatiya Janata Party,818291,1572,819863,52.6
2.0,PORLAL BATHA KHARTE,Indian National Congress,683651,1194,684845,43.93
3.0,DEVISINGH NARGAVE,Communist Party of India,14680,6,14686,0.94
4.0,SHOBHARAM DAWAR,Bahujan Samaj Party,12047,22,12069,0.77
5.0,NARSINGH SOLANKI,Independent,9052,6,9058,0.58
6.0,NOTA,None of the Above,18237,20,18257,1.17
1.0,GYANESHWAR PATIL,Bharatiya Janata Party,861188,1491,862679,57.04
2.0,NARENDRA PATEL,Indian National Congress,591540,1168,592708,39.19
3.0,MUNNALAL S/O DHANNALAL TEJI,Bahujan Samaj Party,11796,22,11818,0.78
4.0,ABHINESH SINGH,Rashtriya Jan Awaz Party,9295,4,9299,0.61
5.0,LAXMI NARAYAN KATARE,Independent,4902,3,4905,0.32
6.0,MANOJ KUMAR VISHWAMBHARNATH AGRAWAL,Independent,4346,1,4347,0.29
7.0,MAHESH PAWAR,Peoples Party of India (Democratic),3701,8,3709,0.25
8.0,SHIVAM SEN,Independent,3479,2,3481,0.23
9.0,RAVINDRA SONVANE,Independent,2679,6,2685,0.18
10.0,PRAKASH RATHOR BANJARA,Aam Janta Party (India),2368,2,2370,0.16
11.0,NARAYAN SUKHADEV PAL,Bharatiya Yuva Jan Ekta Party,1699,3,1702,0.11
12.0,NOTA,None of the Above,12817,22,12839,0.85
1.0,DURGADAS (D. D.) UIKEY,Bharatiya Janata Party,846696,1540,848236,60.76
2.0,RAMU TEKAM,Indian National Congress,467810,665,468475,33.56
3.0,ARJUN ASHOK BHALAVI,Bahujan Samaj Party,26559,38,26597,1.91
4.0,ANIL UIKEY,Bharat Adivasi Party,10552,24,10576,0.76
5.0,BHURELAL CHOTELAL BETHEKAR,Independent,7800,11,7811,0.56
6.0,BHAGCHARAN WARKADE,Independent,5957,11,5968,0.43
7.0,SUNER UIKEY,Gondvana Gantantra Party,4172,14,4186,0.3
8.0,BARSKAR SUBHASH KORAKU,Swatantra Kisan Party,3831,18,3849,0.28
9.0,NOTA,None of the Above,20309,13,20322,1.46
1.0,NITIN JAIRAM GADKARI,Bharatiya Janata Party,652809,2218,655027,54.08
2.0,VIKAS THAKRE,Indian National Congress,515941,1483,517424,42.72
3.0,YOGIRAJ ALIAS YOGESH PATIRAM LANJEWAR,Bahujan Samaj Party,19164,78,19242,1.59
4.0,KIVINSUKA VIRENDRA SURYAVANSHI,Desh Janhit Party,2055,4,2059,0.17
5.0,ADARSH RAVISHANKAR THAKUR,Independent,1749,1,1750,0.14
6.0,ADV ULHAS SHALIKRAM DUPARE,Independent,1346,2,1348,0.11
7.0,FAHIM SHAMIM KHAN,Minorities Democratic Party,1072,1,1073,0.09
8.0,SURAJ BALRAM MISHRA,Kunbi Bahujan Sawrajya Party,814,3,817,0.07
9.0,TEKRAJ BELKHODE,Independent,803,5,808,0.07
10.0,GARUDADRI ANAND KUMAR,Akhil Bhartiya Parivar Party,719,1,720,0.06
11.0,DHANU WALTHARE,Independent,690,2,692,0.06
12.0,VIJAY MANKAR,Ambedkarite Party of India,606,4,610,0.05
13.0,ADV. SANTOSH RAMKRISHNA LANJEWAR,All India Forward Bloc,565,2,567,0.05
14.0,VISHESH VASANTA FUTANE,Bahujan Republican  Socialist Party,559,3,562,0.05
15.0,GUNWANT HARICHANDRA SOMKUWAR,Bharatheeya Jawan Kisan Party,465,6,471,0.04
16.0,SHRIDHAR NARAYAN SALVE,Bhim Sena,447,4,451,0.04
17.0,SUNIL WANKHEDE,Rashtra Samarpan Party,320,2,322,0.03
18.0,DIPAK LAXMANRAO MASKE,Bahujan Maha Party,267,3,270,0.02
19.0,NARAYAN TUKARAM CHOUDHARI,Socialist Unity Centre Of India (COMMUNIST),251,0,251,0.02
20.0,SANTOSH TULSHIRAM CHAVHAN,Independent,242,0,242,0.02
21.0,SUSHIL PATIL,Independent,236,1,237,0.02
22.0,SACHIN RAMKRUSHNARAO WAGHADE,Independent,202,0,202,0.02
23.0,PRAFUL MANIKCHAND BHANGE,Independent,201,0,201,0.02
24.0,VINAYAK BHAURAO AWCHAT,Independent,190,0,190,0.02
25.0,BABITA RAJU AWASTHI,Independent,179,3,182,0.02
26.0,SAHIL BALCHAND TURKAR,Independent,129,0,129,0.01
27.0,NOTA,None of the Above,5434,40,5474,0.45
1.0,DR. PRASHANT YADAORAO PADOLE,Indian National Congress,581678,5735,587413,47.56
2.0,SUNIL BABURAO MENDHE,Bharatiya Janata Party,546222,3811,550033,44.53
3.0,KUMBHALKAR SANJAY BHAIYY,Bahujan Samaj Party,25104,358,25462,2.06
4.0,SANJAY GAJANAN KEWAT,Vanchit Bahujan  Aaghadi,24528,330,24858,2.01
5.0,SEWAKBHAU NIRDHAN WAGHAYE,Independent,12899,204,13103,1.06
6.0,AJAYKUMAR BHARTIYA,Akhil Bhartiya Parivar Party,3998,59,4057,0.33
7.0,SUMIT VIJAY PANDE,Independent,3719,0,3719,0.3
8.0,VIRENDRAKUMAR KASTURCHAND JAISWAL,Independent,2382,7,2389,0.19
9.0,DEVILAL SUKHRAM NEPALE,Peoples Party of India (Democratic),2000,9,2009,0.16
10.0,DR. AKASH MADHUKAR JIBHAKATE,Independent,1972,9,1981,0.16
11.0,VILAS BABURAO LENDE,Lok Swarajya Party,1624,25,1649,0.13
12.0,VILAS JIYALAL RAUT,Independent,1611,5,1616,0.13
13.0,BENIRAM RAMCHAND FULBANDHE,Independent,1482,15,1497,0.12
14.0,PRADEEP  DHOBALE,Independent,1163,33,1196,0.1
15.0,SURYAKIRAN ISHWAR NANDAGAWALI,Independent,1132,30,1162,0.09
16.0,ITWALE SHARAD MARTAND,Independent,1020,8,1028,0.08
17.0,TULSIRAM URKUDA GEDAM,Independent,831,11,842,0.07
18.0,CHAITRAM DASHARATH KOKASE,Independent,780,11,791,0.06
19.0,NOTA,None of the Above,10106,162,10268,0.83
1.0,DR. KIRSAN  NAMDEO,Indian National Congress,614610,3182,617792,52.97
2.0,ASHOK  MAHADEORAO NETE,Bharatiya Janata Party,474376,1720,476096,40.82
3.0,GONNADE  YOGESH  NAMDEORAO,Bahujan Samaj Party,18930,125,19055,1.63
4.0,HITESH PANDURANG MADAVI,Vanchit Bahujan  Aaghadi,15824,98,15922,1.37
5.0,VINOD GURUDAS MADAVI,Independent,6107,19,6126,0.53
6.0,KODAPE VILAS SHAMARAO,Independent,4396,6,4402,0.38
7.0,SUHAS UMESH KUMRE,Bhim Sena,2851,21,2872,0.25
8.0,KARAN SURESH SAYAM,Independent,2772,17,2789,0.24
9.0,BARIKRAO DHARMAJI MADAVI,Bahujan Republican  Socialist Party,2527,28,2555,0.22
10.0,DHIRAJ PURUSHOTTAM SHEDMAKE,Janseva Gondwana Party,2141,33,2174,0.19
11.0,NOTA,None of the Above,16507,70,16577,1.42
1.0,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,Indian National Congress,716635,1775,718410,57.88
2.0,MUNGANTIWAR SUDHIR SACCHIDANAND,Bharatiya Janata Party,456943,1061,458004,36.9
3.0,BELE RAJESH WARLUJI,Vanchit Bahujan  Aaghadi,21934,46,21980,1.77
4.0,RAJENDRA HARISHCHANDRA RAMTEKE,Bahujan Samaj Party,9145,43,9188,0.74
5.0,SANJAY NILKANTH GAWANDE,Independent,5087,1,5088,0.41
6.0,DIWAKAR HARIJI URADE,Independent,3221,3,3224,0.26
7.0,NAMDEO MANIKRAO SHEDMAKE,Gondvana Gantantra Party,2238,18,2256,0.18
8.0,SEWAKDAS KAWDUJI BARKE,Peoples Party of India (Democratic),1997,1,1998,0.16
9.0,AWACHIT SHAMRAO SAYAM,Janseva Gondwana Party,1886,20,1906,0.15
10.0,MILIND PRALHAD DAHIWALE,Independent,1759,2,1761,0.14
11.0,ASHOK RANAJI RATHOD,Jay Vidarbha Party,1660,10,1670,0.13
12.0,VIKAS UTTAMRAO LASANTE,Sanman Rajkiya Paksha,1518,2,1520,0.12
13.0,VIDYASAGAR KALIDAS KASARLAWAR,Bhim Sena,1426,0,1426,0.11
14.0,VANITA JITENDRA RAUT,Akhil Bharatiya Manavata Paksha,1054,3,1057,0.09
15.0,PURNIMA DILIP GHONMODE,Bahujan Republican  Socialist Party,967,6,973,0.08
16.0,NOTA,None of the Above,10821,22,10843,0.87
1.0,SANJAY UTTAMRAO DESHMUKH,Shiv Sena (Uddhav Balasaheb Thackrey),591899,2908,594807,48.53
2.0,RAJSHRITAI HEMANT PATIL (MAHALLE),Shiv Sena,498514,1820,500334,40.83
3.0,ANIL JAYRAM RATHOD,Samnak Janta Party,56175,215,56390,4.6
4.0,HARISING (HARIBHAU) NASARU RATHOD,Bahujan Samaj Party,17256,140,17396,1.42
5.0,SANGITA DINESH CHAVHAN,Independent,7169,11,7180,0.59
6.0,RAMDAS BAJIRAO GHODAM,Independent,6776,5,6781,0.55
7.0,VINOD PANJABRAO NANDAGAVALI,Independent,6291,7,6298,0.51
8.0,SANDIP SAMPAT SHINDE,Independent,5511,3,5514,0.45
9.0,DHARAM DILIPSING THAKUR,Sanman Rajkiya Paksha,4539,16,4555,0.37
10.0,AMOL KOMAWAR,Hindrashtra Sangh,3364,13,3377,0.28
11.0,UTTAM ONKAR INGOLE,Peoples Party of India (Democratic),2958,17,2975,0.24
12.0,MANOJ MAHADEORAO GEDAM,Independent,2783,11,2794,0.23
13.0,NUR ALI MAHEBUB ALI SHAH,Independent,1951,7,1958,0.16
14.0,DR ARJUNKUMAR SITARAM RATHOD,Independent,1857,6,1863,0.15
15.0,PRO KISAN RAMRAO AMBURE,Independent,1705,15,1720,0.14
16.0,DIKSHANT NAMDEVRAO SAWAIKAR,Independent,1095,8,1103,0.09
17.0,GOKUL PREMDAS CHAVHAN,Independent,1091,3,1094,0.09
18.0,NOTA,None of the Above,9316,75,9391,0.77
1.0,AASHTIKAR PATIL NAGESH BAPURAO,Shiv Sena (Uddhav Balasaheb Thackrey),490432,2103,492535,42.49
2.0,BABURAO KADAM KOHALIKAR,Shiv Sena,382599,1334,383933,33.12
3.0,DR. B. D. CHAVHAN,Vanchit Bahujan  Aaghadi,161324,490,161814,13.96
4.0,AMBADAS SUKAJI GADE,Independent,14729,13,14742,1.27
5.0,VIJAY RAMJI GABHANE,Communist Party of India  (Marxist),14617,27,14644,1.26
6.0,ANAND RAJARAM DHULE,Independent,9807,10,9817,0.85
7.0,GAJANAN DHONDBA DAL,Bahujan Samaj Party,7410,55,7465,0.64
8.0,DATTA SHRIKRISHNA SURYAWANSHI,Independent,7233,6,7239,0.62
9.0,SARJERAO NIVRUTTI KHANDARE,Independent,5010,4,5014,0.43
10.0,RAMPRASAD NARAYAN BANGAR,Independent,4518,7,4525,0.39
11.0,BABURAO ANANDRAO KADAM,Independent,4469,13,4482,0.39
12.0,DEVSARKAR VARSHA SHIVAJIRAO,Bahujan Mukti Party,4081,18,4099,0.35
13.0,A. KADIR MASTAN SAYYED (GOREGAONKAR),Independent,3707,6,3713,0.32
14.0,ANIL DEVRAO MOHITE,Akhil Bhartiya Parivar Party,3353,21,3374,0.29
15.0,SUNIL MOTIRAM GAJBHAR,Independent,3192,0,3192,0.28
16.0,ADV ALTAF AHMED,Indian National League,2934,16,2950,0.25
17.0,ASHOK PANDURANG RATHOD,Independent,2897,9,2906,0.25
18.0,ADV RAVI SHINDE,Independent,2687,14,2701,0.23
19.0,SATTAR PATHAN,Independent,2461,2,2463,0.21
20.0,MAHESH KAILAS NAPTE,Independent,2298,1,2299,0.2
21.0,ADV. SHIVAJIRAO JADHAV,Independent,2181,33,2214,0.19
22.0,BHAWAR GOVINDRAO FULAJI,Independent,2138,8,2146,0.19
23.0,TRISHALA MILIND KAMBLE,Bahujan Samaj Party  (Ambedkar),2128,22,2150,0.19
24.0,PRAKASH MASARAM RANVIR,Republican Party of India (A),2097,5,2102,0.18
25.0,ADV. RAMRAO ATMARAM JUMBADE,Independent,2095,9,2104,0.18
26.0,DESHA SHYAM BANJARA,Samnak Janta Party,2052,11,2063,0.18
27.0,VISHVANATH BHAURAO FALEGAONKAR,Independent,1856,3,1859,0.16
28.0,HEMANT RADHAKISHAN KANAKE,Rashtriya Kisan Bahujan Party,1791,9,1800,0.16
29.0,RAVI RAMDAS JADHAV (SAWANEKAR),Abhinav Bharat Janseva Paksh,1590,12,1602,0.14
30.0,DEWJI GANGARAM ASOLE,Independent,1476,7,1483,0.13
31.0,VIJAY DNYANBA RAUT,Independent,1115,11,1126,0.1
32.0,SUNIL DASHARATH INGOLE,Bhim Sena,1024,4,1028,0.09
33.0,VASANT KISAN PAIKRAO,Independent,590,3,593,0.05
34.0,NOTA,None of the Above,3079,44,3123,0.27
1.0,CHAVAN VASANTRAO BALWANTRAO,Indian National Congress,526865,2029,528894,46.88
2.0,CHIKHALIKAR PRATAPRAO GOVINDRAO,Bharatiya Janata Party,467452,2000,469452,41.61
3.0,AVINASH VISHWANATH BHOSIKAR,Vanchit Bahujan  Aaghadi,92090,422,92512,8.2
4.0,PANDURANG RAMA ADGULWAR,Bahujan Samaj Party,6879,22,6901,0.61
5.0,NIKHIL LAXMANRAO GARJE,Independent,4320,5,4325,0.38
6.0,NAGESH SAMBHAJI GAIKWAD,Independent,3316,2,3318,0.29
7.0,BHASKAR CHAMPATRAO DOIFODE,Independent,2078,2,2080,0.18
8.0,SUSHILA NILKANTHRAO PAWAR,Samnak Janta Party,1873,17,1890,0.17
9.0,ABDUL RAIS AHEMAD,Desh Janhit Party,1508,2,1510,0.13
10.0,DEVIDAS GOVINDRAO INGLE,Independent,1466,5,1471,0.13
11.0,KALPANA SANJAY GAIKWAD,Independent,1305,5,1310,0.12
12.0,KAUSAR SULTANA,Indian National League,1211,4,1215,0.11
13.0,SAHEBRAO BHIVA GAJBHARE,Independent,1189,4,1193,0.11
14.0,JAGDISH LAXMAN POTRE,Independent,960,3,963,0.09
15.0,GAJANAN DATTRAMJI DHUMAL,Independent,948,2,950,0.08
16.0,LAXMAN NAGORAO PATIL,Independent,921,2,923,0.08
17.0,MAHARUDRA KESHAV POPLAITKAR,Independent,911,2,913,0.08
18.0,RUKMINBAI SHANKARRAO GITE,Bharatiya Praja Surajya Paksha,897,6,903,0.08
19.0,HARI PIRAJI BOYALE,Bahujan Bharat Party,877,1,878,0.08
20.0,RATHOD SURESH GOPINATH,Independent,806,2,808,0.07
21.0,KADAM SURAJ DEVENDRA,Independent,796,3,799,0.07
22.0,RAHUL SURYAKANT YANGADE,Bahujan Mukti Party,734,3,737,0.07
23.0,DNYANESHWAR RAOSAHEB KAPATE,Independent,679,2,681,0.06
24.0,NOTA,None of the Above,3579,49,3628,0.32
1.0,JADHAV SANJAY ( BANDU ) HARIBHAU,Shiv Sena (Uddhav Balasaheb Thackrey),596871,4472,601343,45.17
2.0,JANKAR MAHADEV JAGANNATH,Rashtriya Samaj Paksha,463764,3518,467282,35.1
3.0,PANJAB UTTAMRAO DAKH,Vanchit Bahujan  Aaghadi,95394,573,95967,7.21
4.0,DR. GOVARDHAN BHIWAJI KHANDAGALE,Bahujan Bharat Party,15355,40,15395,1.16
5.0,KAMBLE SHIVAJI DEVAJI,Independent,11050,10,11060,0.83
6.0,ALAMGIR MOHAMMAD KHAN,Bahujan Samaj Party,10972,90,11062,0.83
7.0,SAMIR GANESHRAO DUDHGAONKAR,Independent,10951,105,11056,0.83
8.0,KRUSHNA TRIMBAKRAO PAWAR,Independent,10145,9,10154,0.76
9.0,KAILAS BALIRAM PAWAR (NAIK),Baliraja Party,9487,33,9520,0.72
10.0,PROF. DR. VILAS BANSIDHAR TANGADE,Independent,8814,6,8820,0.66
11.0,ARJUN DNYANOBA BHISE,Independent,6915,8,6923,0.52
12.0,COMRADE RAJAN KSHIRSAGAR,Communist Party of India,6627,22,6649,0.5
13.0,KISHORKUMAR PRAKASH SHINDE,Independent,6547,1,6548,0.49
14.0,KISHORE RADHAKISHAN DHAGE,Independent,5446,34,5480,0.41
15.0,SAYED IRSHAD ALI SAYYED LAYAKH ALI,Social Democratic Party Of India,4629,15,4644,0.35
16.0,DASHARATH PRABHKAR RATHOD,Maharashtra Vikas Aghadi,4354,40,4394,0.33
17.0,KARBHARI KUNDLIK MITHE,Independent,4268,8,4276,0.32
18.0,APPASAHEB OMKAR KADAM,Independent,3883,8,3891,0.29
19.0,SHRIRAM BANSILAL JADHAV,Jai Sewalal Bahujan Vikas Party,3617,11,3628,0.27
20.0,COMRADE GANPAT BHISE,Independent,3589,15,3604,0.27
21.0,DNYANESHWAR JAGANNATH DAHIBHATE,Independent,3538,1,3539,0.27
22.0,ANIL MANIKRAO MUDGALKAR,Independent,3531,2,3533,0.27
23.0,GOVIND BHAIYYA RAMRAO DESHMUKH,Independent,3452,7,3459,0.26
24.0,SUBHASH DATTARAV JAVLE,Independent,3429,5,3434,0.26
25.0,RAJABHAU SHESHRAO KAKDE,Independent,3299,3,3302,0.25
26.0,RAJENDRA RAMDAS ATKAL,Independent,2807,5,2812,0.21
27.0,SAYYD ABDUL SATTAR AJIJ,Independent,2646,4,2650,0.2
28.0,SHAIKH SALEEM SHAIKH IBRAHIM,All India Majlis-E-Inquilab-E-Millat,2617,2,2619,0.2
29.0,SANGEETA VYAKANTRAO GIRI,Swarajya Shakti Sena,2324,15,2339,0.18
30.0,ADV. VINOD CHHAGANRAO AMBHORE,Bahujan Mukti Party,2017,24,2041,0.15
31.0,VIJAY ANNASAHEB THOMBARE,Independent,1957,2,1959,0.15
32.0,VISHNUDAS SHIVAJI BHOSALE,Independent,1856,4,1860,0.14
33.0,MUSTAFA MAINODDIN SHAIKH,Independent,1298,4,1302,0.1
34.0,BOBADE SAKHARAM PADEGAONKAR,Independent,1244,2,1246,0.09
35.0,NOTA,None of the Above,3306,79,3385,0.25
1.0,KALYAN VAIJINATHRAO KALE,Indian National Congress,605504,2393,607897,44.59
2.0,DANVE RAOSAHEB DADARAO,Bharatiya Janata Party,495809,2130,497939,36.52
3.0,MANGESH SANJAY SABLE,Independent,155335,595,155930,11.44
4.0,BAKALE PRABHAKAR DEVGAN,Vanchit Bahujan  Aaghadi,37678,132,37810,2.77
5.0,BABASAHEB SANTUKRAO SHELKE,Samata Party,9564,6,9570,0.7
6.0,CHABUKSWAR RAHUL NIRANJAN,Independent,6330,7,6337,0.46
7.0,NIVRUTTI VISHWNATH BANSODE,Bahujan Samaj Party,5974,34,6008,0.44
8.0,DIPAK BHIMRAO BORHADE,Samnak Janta Party,5498,24,5522,0.41
9.0,TANAJI TUKARAM BHOJANE,Independent,4933,15,4948,0.36
10.0,KAMBLE MAROTI DASHARATH,Independent,3712,16,3728,0.27
11.0,RAJENDRA NAMDEO MAGRE,Independent,2873,2,2875,0.21
12.0,MANOJ NEMINATH KOLTE,Independent,2734,3,2737,0.2
13.0,MUKESH PRABHAT RATHOD,Akhil Bhartiya Parivar Party,2580,11,2591,0.19
14.0,BABASAHEB PATIL SHINDE,Independent,2413,4,2417,0.18
15.0,KADUBA MHATARBA INGLE,Independent,1962,5,1967,0.14
16.0,AJHAR ANWAR SAYYAD,Independent,1541,5,1546,0.11
17.0,AHMAD RAHIM SAIKH BAGWAN,Independent,1390,4,1394,0.1
18.0,ADV. YOGESH DATTU GULLAPELLI,Independent,1339,3,1342,0.1
19.0,BHAGWAN SAHEBRAO REGUDE,Hindustan Janta Party,1173,1,1174,0.09
20.0,DNYANESHWAR DAGDUJI NADE,Independent,1142,1,1143,0.08
21.0,DHANANJAY RUPRAOJI KAKDE (PATIL),Bharatheeya Jawan Kisan Party,1132,7,1139,0.08
22.0,ABDUL RAFIQ ABDUL LATIF,Independent,1045,2,1047,0.08
23.0,SHYAM RUSTUMRAO SHIRSATH,Bahujan Republican  Socialist Party,972,2,974,0.07
24.0,RATAN ASARAM LANDGE,Independent,646,1,647,0.05
25.0,VIKAS CHHAGAN LAHANE,Independent,644,0,644,0.05
26.0,SHAM PAWALS RUPEKAR,Independent,544,2,546,0.04
27.0,NOTA,None of the Above,3504,33,3537,0.26
1.0,BHUMARE SANDIPANRAO ASARAM,Shiv Sena,474434,1696,476130,36.56
2.0,IMTIAZ JALEEL SYED,All India Majlis-E-Ittehadul Muslimeen,340877,603,341480,26.22
3.0,CHANDRAKANT KHAIRE,Shiv Sena (Uddhav Balasaheb Thackrey),291870,1580,293450,22.53
4.0,AFSAR KHAN YASEEN KHA,Vanchit Bahujan  Aaghadi,69087,179,69266,5.32
5.0,HARSHWARDHAN DADA RAIBHANJI JADHAV,Independent,39654,174,39828,3.06
6.0,SURENDRA DIGAMBAR GAJBHARE,Independent,10719,6,10725,0.82
7.0,SANJAY UTTAMRAO JAGTAP,Bahujan Samaj Party,8188,64,8252,0.63
8.0,RAVINDRA BHASKARRAO BODKHE,Bharatiya Yuva Jan Ekta Party,6250,4,6254,0.48
9.0,ABDUL AZIM ABDUL AZIZ SHAIKH,Independent,4693,0,4693,0.36
10.0,SANJAY BHASKAR SHIRSAT,Independent,3809,3,3812,0.29
11.0,DR JIVAN BHAWLAL RAJPUT,Independent,3788,19,3807,0.29
12.0,MANISHA KHARAT,Bahujan Maha Party,3097,8,3105,0.24
13.0,JAGANNATH KHANDERAO JADHAV J K JADHAV,Independent,2916,16,2932,0.23
14.0,MAANOJ VINAYAKRAO GHODKAY,Independent,2582,5,2587,0.2
15.0,SANGITA GANESH JADHAV,Independent,2206,6,2212,0.17
16.0,GALPHADE ARJUN BHAGWANRAO,Rashtriya Kisan Bahujan Party,2185,7,2192,0.17
17.0,VISHAL UDDHAV NANDARKAR,Independent,2132,7,2139,0.16
18.0,ARVIND KISANRAO KAMBLE,Bahujan Republican  Socialist Party,1975,4,1979,0.15
19.0,PRASHANT PUNDALIKRAO AVHALE,Independent,1945,3,1948,0.15
20.0,GHUGE NITIN PUNDLIK,Independent,1870,2,1872,0.14
21.0,BHALERAO VASANT SAMBHAJI,Prabuddha Republican Party,1546,1,1547,0.12
22.0,BHARAT PURUSHOTTAM KADAM,Rashtriya Maratha Party,1489,6,1495,0.11
23.0,ABDUL SAMAD BAGWAN,All India Majlis-E-Inquilab-E-Millat,1478,4,1482,0.11
24.0,SANDIP DADARAO MANKAR,Independent,1373,2,1375,0.11
25.0,ADV B U GOSAWI,Hindustan Janta Party,1271,4,1275,0.1
26.0,PANCHASHILA BABULAL JADHAV,Republican Bahujan Sena,1267,7,1274,0.1
27.0,PRATIKSHA PRASHANT CHAVAN,Ambedkarist Republican Party,1187,7,1194,0.09
28.0,BHANUDAS SON OF RAMDAS SARODE PATIL,Independent,1107,3,1110,0.09
29.0,NARAYAN JADHAV,Peoples Party of India (Democratic),1100,3,1103,0.08
30.0,SURESH ASARAM FULARE,Independent,910,1,911,0.07
31.0,SHAIKH KHAJA KISMATWALA KASIM KISMATWALA,Independent,892,2,894,0.07
32.0,MEENASING AVDHESHSING SING,Independent,783,1,784,0.06
33.0,LATIF JABBAR KHAN,Independent,765,0,765,0.06
34.0,JAGANNATH KISAN UGALE,Independent,753,2,755,0.06
35.0,SANDIP DEVIDAS JADHAV,Independent,609,0,609,0.05
36.0,DEVIDAS RATAN KASBE,Independent,595,0,595,0.05
37.0,TRIBHUVAN MADHUKAR PADMAKAR,Independent,593,0,593,0.05
38.0,NOTA,None of the Above,5729,44,5773,0.44
1.0,BHASKAR MURLIDHAR BHAGARE,Nationalist Congress Party – Sharadchandra Pawar,575291,2048,577339,46.53
2.0,DR. BHARATI PRAVIN PAWAR,Bharatiya Janata Party,462333,1807,464140,37.4
3.0,BABU SADU BHAGRE (SIR),Independent,103526,106,103632,8.35
4.0,DHOMSE MALATI RAHUL,Vanchit Bahujan  Aaghadi,37006,97,37103,2.99
5.0,JAGTAP DIPAK GANPAT,Independent,15664,17,15681,1.26
6.0,TULSHIRAM CHIMAN KHOTARE,Bahujan Samaj Party,9589,65,9654,0.78
7.0,KISHOR AMBADAS DAGALE,Ambedkarite Party of India,8032,23,8055,0.65
8.0,ANIL GAWALIRAM BARDE,Independent,6432,9,6441,0.52
9.0,BHARAT ARUN PAWAR,Bahujan Republican  Socialist Party,5613,8,5621,0.45
10.0,GULAB MOHAN BARDE,Prabuddha Republican Party,4983,15,4998,0.4
11.0,NOTA,None of the Above,8206,40,8246,0.66
1.0,RAJABHAU (PARAG) PRAKASH WAJE,Shiv Sena (Uddhav Balasaheb Thackrey),614517,2212,616729,49.85
2.0,GODSE HEMANT TUKARAM,Shiv Sena,453414,1314,454728,36.75
3.0,KARAN PANDHARINATH GAIKAR,Vanchit Bahujan  Aaghadi,47114,79,47193,3.81
4.0,SHANTIGIRIJI MAUNGIRIJI MAHARAJ,Independent,44415,109,44524,3.6
5.0,ARUN MADHUKAR KALE,Bahujan Samaj Party,7698,53,7751,0.63
6.0,CHANDRAKANT KESHAVRAO THAKUR,Independent,6607,1,6608,0.53
7.0,AMOL SAMPATRAO KAMBLE,Rashtriya Kisan Bahujan Party,4980,17,4997,0.4
8.0,DARSHANA AMOL MEDHE,Prabuddha Republican Party,4730,6,4736,0.38
9.0,KANOJE PRAKASH GIRDHARI,Independent,3917,3,3920,0.32
10.0,VAMAN MAHADEV SANGALE,Dharmarajya Paksha,3861,0,3861,0.31
11.0,SUDHIR SHRIDHAR DESHMUKH,Independent,3162,5,3167,0.26
12.0,JITENDRA NARESH BHABHE (JITENDRA BHAVE),Independent,3125,7,3132,0.25
13.0,ARIF USMAN MANSURI,Independent,2538,5,2543,0.21
14.0,GANESH BALASAHEB BORASTE,Independent,2403,1,2404,0.19
15.0,JAYSHRI MAHENDRA PATIL,Sainik Samaj Party,2398,28,2426,0.2
16.0,SIDDHESHWARANAND SARASWATI,Independent,2378,10,2388,0.19
17.0,SUSHAMA ABHIJIT GORANE,Independent,2258,2,2260,0.18
18.0,KANTILAL KISAN JADHAV,Ambedkarite Party of India,2047,8,2055,0.17
19.0,CHANDRABHAN AABAJI PURKAR,Independent,1888,2,1890,0.15
20.0,YASHWANT VALU PARDHI,Bhartiya Asmita Party,1867,7,1874,0.15
21.0,KAILASH MARUTI CHAVAN,Aam Janta Party (India),1686,17,1703,0.14
22.0,KAMLAKAR BALASAHEB GAIKWAD,Dalit Soshit Pichhara Varg  Adhikar Dal,1639,7,1646,0.13
23.0,DHANAJI ASHOK TOPALE,Independent,1376,0,1376,0.11
24.0,BHAGYASHRI NITIN ADSUL,Indian Peoples Adhikar Party,1242,2,1244,0.1
25.0,SOPAN NIVRUTTI SOMWANSHI,Independent,1210,1,1211,0.1
26.0,ADV. ZUNJAR MHASUJI AVHAD,Bahujan Republican  Socialist Party,1205,5,1210,0.1
27.0,KOLAPPA HANUMANT DHOTRE,Independent,1198,2,1200,0.1
28.0,TILOTTAMA SUNIL JAGTAP,Independent,654,2,656,0.05
29.0,DEEPAK GAIKWAD,Independent,640,2,642,0.05
30.0,SACHINRAJE DATTATREYA DEORE,Independent,549,2,551,0.04
31.0,DEVIDAS PIRAJI SARKATE,Independent,392,2,394,0.03
32.0,NOTA,None of the Above,6144,41,6185,0.5
1.0,DR. HEMANT VISHNU SAVARA,Bharatiya Janata Party,600208,1036,601244,43.69
